1250,1250,9375,10000,10000,10000,10000,10000,9375,9375,9375,1250,7500,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1250,1250,9375,10000,10000,10000,10000,10000,9375,9375,9375,7500,7500,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1250,1250,9375,10000,10000,10000,10000,10000,9375,9375,9125,9375,7500,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1250,1250,9375,10000,10000,10000,10000,10000,9375,9375,9375,9375,7500,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1875,1875,1875,1875,1875,1875,1250
1250,8125,8125,9375,11875,10000,10000,10000,9375,9375,9375,9375,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1875,1875,1875,1250,1250,1250
1250,1250,8125,9375,11250,11250,11250,10000,9375,1250,1250,1250,1250,1250,1250,1250,1250,1250,4375,4375,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1875,1250,1250,1250,1250
1250,1637.5,8125,8125,11250,11250,11250,10000,7500,1250,1250,1250,1250,1250,1250,1250,1250,5125,4375,2500,8250,8250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1250,1637.5,1637.5,8125,11250,8500,11250,11250,7500,1250,1250,1250,1250,1250,1250,1250,1250,5250,4375,4375,4375,5000,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875
1250,1637.5,1637.5,8125,11250,8500,8500,11250,7500,1250,1250,1250,1250,1250,1250,1250,1250,4500,4625,8875,10250,6875,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875
1250,1637.5,1637.5,1250,1250,8500,8500,8500,7500,1250,1250,1250,1250,1250,1875,1250,1250,1250,1250,8250,8250,2875,1250,1250,1250,1250,1250,1250,1250,1250,1250,9000,9375,1875,1875
1250,1875,2062.5,1250,1250,8500,8500,8125,1250,1250,1250,1250,1250,1250,1875,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,8750,8750,10000,10625,7500,9125,9250,1875,1875
1250,1562.5,2125,1250,1250,1250,8125,8125,1250,1250,1250,1250,1250,1250,1875,1875,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,8750,10625,10625,10625,11250,8750,9000,1250,1875
1250,1700,1637.5,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1875,1875,1875,1250,1250,1250,1250,1250,1250,1250,1250,10250,8750,10625,10625,10625,11500,10000,11250,1250,1250
1250,1637.5,1637.5,1250,1250,1250,1875,1250,1250,1250,1250,1250,1250,1250,1875,1875,1250,1250,1250,1250,1250,1250,1250,1250,1250,10000,8750,10625,10625,10625,10625,11250,11250,1250,1250
1250,1637.5,1637.5,1250,1250,1875,1875,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,8750,8750,8750,11750,11750,11750,11750,11750,1250,1250
11750,1637.5,1500,1500,1625,1875,1875,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,3750,6250,7500,6250,1250,11875,11875,11875,11750,1250,1250
11750,1637.5,1637.5,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,8750,10000,1250,1250,1250,1250,6250,6250,5000,11750,12500,1250,11875,11750,1250,1250
11750,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,10625,10625,10625,11250,1250,1250,1250,1250,6250,5000,8750,11750,11875,12500,12000,11750,1250,1250
11750,11875,1250,1250,1250,1250,1250,1250,1250,1250,1875,1250,1250,1250,1250,1250,1250,10625,10625,10625,11500,1250,1250,1250,1250,1250,7500,8750,1250,11750,11750,11875,11875,1250,11875
1250,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1250,1250,1250,1250,1250,1250,10625,10625,10625,10625,6750,1250,1250,1250,1250,7500,7500,11750,11750,11750,10000,9000,1250,1250
11500,1250,11875,11875,1250,1250,1250,1250,1875,1875,1875,1250,1250,1250,1250,1250,7500,8750,11750,11750,11750,8125,1250,1250,1250,1250,7500,7500,8750,8750,8750,8750,1250,1250,1250
11250,1250,11875,11875,11875,1250,1250,1875,1875,1875,1875,1250,1250,1250,1250,1250,9000,7375,1250,11875,11875,9750,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
11250,1250,11875,11875,11875,1250,1250,1250,1875,1875,1875,1250,1250,1250,1250,1250,10000,5000,11750,12500,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1875
11875,11875,11875,11250,11250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,6875,8750,11750,11875,12500,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1875,1875
12500,11875,11875,8750,10000,1250,1250,1250,1250,625,750,875,1000,1125,1250,1375,1250,8750,1250,11750,11750,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1875,1875,1875,1875
